742174_0:0017d4	742174_0	XP_025196811.1	LOC112595726				lysosomal thioesterase PPT2 homolog
7395_0:0010c3	7395_0	GAUT010580	GAUT010580	A0A1A9UNR5			A0A1A9UNR5_GLOAU
8236_0:00221c	8236_0	XP_044215278.1	122987447				lysosomal thioesterase PPT2-A-like
30213_0:001648	30213_0	XP_043673334.1	122631555				lysosomal thioesterase PPT2 homolog
7375_0:0008a9	7375_0	XP_023298136.2	LOC111680679				lysosomal thioesterase PPT2 homolog
89462_0:0014ce	89462_0	XP_044796596.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
613905_0:003523	613905_0	XP_029176696.1	LOC114944814				lysosomal thioesterase PPT2 homolog
7955_0:004b3f	7955_0	NP_001103329.2	ppt2b	A3KPZ6			ppt2b
37623_0:003747	37623_0	XP_048777987.1	125681804				lysosomal thioesterase PPT2-A-like isoform X1
230844_0:00422c	230844_0	XP_015862908.1	Ccer1	A0A6J0E944			Ccer1
48698_0:004ddc	48698_0	XP_007575929.1	ppt2b	A0A087X7V6			A0A087X7V6_POEFO
93934_0:003e67	93934_0	XP_032297856.1	PPT2				lysosomal thioesterase PPT2
9694_0:00155d	9694_0	XP_042841986.1	102971153				lysosomal thioesterase PPT2
130825_0:000459	130825_0	XP_040834029.1	121154935				coiled-coil domain-containing glutamate-rich protein 1
103695_0:0048c4	103695_0	XP_020634679.1	LOC110071327	A0A6J0SLN7			LOC110071327
8083_0:000a59	8083_0	XP_005801898.1	LOC102235654	A0A3B5QBZ0			A0A3B5QBZ0_XIPMA
160734_0:0018c6	160734_0	XP_042346356.1	121946020				LOW QUALITY PROTEIN: lysosomal thioesterase PPT2-A-like
586833_0:00293d	586833_0	XP_029918924.1	LOC115367371	A0A667XF65			LOC115367371
1706337_0:000984	1706337_0	XP_024594300.1	PPT2	A0A341AUW9			PPT2
9940_0:00438a	9940_0	XP_004023433.2	PPT2	A0A6P3ET56			PPT2
9823_0:00257d	9823_0	NP_001116639.1	PPT2	A5A8Z3			PPT2
9568_0:004b88	9568_0	XP_011824808.1	PPT2	A0A2K5ZML1			PPT2
34638_0:0015de	34638_0	XP_018494768.1	LOC100904657				palmitoyl-protein thioesterase 1-like
7462_0:0005a1	7462_0	XP_031371027.1	LOC102679403				lysosomal thioesterase PPT2 homolog isoform X1
743375_0:002236	743375_0	XP_015187250.1	LOC107072106				lysosomal thioesterase PPT2 homolog
409849_0:0026d4	409849_0	XP_033830920.1	ppt2b				lysosomal thioesterase PPT2
9994_0:001910	9994_0	XP_015342977.1	Ppt2				lysosomal thioesterase PPT2 isoform X1
105255_0:001c17	105255_0	XP_042539666.1	122111054				lysosomal thioesterase PPT2 isoform X1
56716_0:0024d6	56716_0	XP_029298667.1	LOC115015466	A0A6J2QMZ2			LOC115015466
8090_0:003c6b	8090_0	XP_004078535.1	LOC101158556	H2MMM9			LOC101158556
1507135_0:001584	1507135_0	Edil_05509	Edil_05509				
8524_0:004afd	8524_0	XP_034957820.1	LOC118078192				lysosomal thioesterase PPT2-A-like
1608454_0:004d80	1608454_0	XP_016362869.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1-like
7165_0:002a58	7165_0	AGAP009695	AGAP009695	A0A1S4H1S7			A0A1S4H1S7_ANOGA
175797_0:004018	175797_0	XP_046730432.1	124401934				coiled-coil domain-containing glutamate-rich protein 1
43700_0:004fd1	43700_0	XP_020444270.1	LOC109953191	A0A3Q3IZ27			A0A3Q3IZ27_MONAL
221976_0:001ff5	221976_0	XP_041328199.1	121356151				LOW QUALITY PROTEIN: lysosomal thioesterase PPT2
9407_0:002138	9407_0	XP_016015993.2	CCER1				coiled-coil domain-containing glutamate-rich protein 1
8168_0:00209f	8168_0	XP_039660644.1	120561574	A0A6A5EGF1			A0A6A5EGF1_PERFL
303518_0:004734	303518_0	XP_005749529.1	wu:fb55g09				uncharacterized protein LOC102196223
29088_0:001739	29088_0	XP_021543529.1	CCER1	A0A2Y9H2C7			CCER1
72781_0:001ec9	72781_0	XP_029671102.1	LOC115240217				lysosomal thioesterase PPT2 homolog
89399_0:005089	89399_0	XP_019578216.1	LOC109442396				palmitoyl-protein thioesterase 1-like
6573_0:0054f9	6573_0	XP_021340738.1	LOC110441806				lysosomal thioesterase PPT2-A-like
87175_0:003c00	87175_0	XP_030826334.1	PPT2				lysosomal thioesterase PPT2
1230840_0:00277d	1230840_0	XP_007944333.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
278856_0:000933	278856_0	XP_032529545.1	LOC116779395				lysosomal thioesterase PPT2 homolog
150288_0:000a40	150288_0	XP_020797525.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1-like
1234273_0:002871	1234273_0	XP_027023692.2	ppt2b				lysosomal thioesterase PPT2
1518534_0:002985	1518534_0	XP_040234298.1	120956690				lysosomal thioesterase PPT2 homolog
7108_0:002e26	7108_0	XP_035446137.1	118273341				lysosomal thioesterase PPT2 homolog
9565_0:0014e0	9565_0	XP_025239283.1	PPT2				lysosomal thioesterase PPT2 isoform X1
108931_0:003645	108931_0	XP_039296236.1	LOC111049537				lysosomal thioesterase PPT2 homolog
7957_0:0033a7	7957_0	XP_026137930.1	LOC113114978	A0A6P6QZM4			LOC113114978
161584_0:003722	161584_0	XP_037129749.1	119135880				lysosomal thioesterase PPT2-A-like
7957_0:004d1d	7957_0	XP_026053184.1	LOC113039507	A0A6P6IZH7			LOC113039507
8245_0:004624	8245_0	XP_040015715.1	120807575				coiled-coil domain-containing glutamate-rich protein 1
7167_0:0012d7	7167_0	XP_035778126.1	118459148	A0A182F259			A0A182F259_ANOAL
7446_0:00041f	7446_0	XP_035733680.1	118446755				lysosomal thioesterase PPT2 homolog
76717_0:004d72	76717_0	XP_032706317.1	LOC116862976				lysosomal thioesterase PPT2 isoform X1
48698_0:004e4a	48698_0	XP_016518391.1	LOC103154662	A0A087XB23			A0A087XB23_POEFO
491861_0:00305f	491861_0	XP_028638832.1	Ccer1				coiled-coil domain-containing glutamate-rich protein 1
104452_0:001e30	104452_0	DB652B28BA8E068F367A43C5104C2454	DB652B28BA8E068F367A43C5104C2454	A0A0L7L8G2			A0A0L7L8G2_9NEOP
217634_0:001ea4	217634_0	XP_018570266.1	LOC108910206				lysosomal thioesterase PPT2 homolog
7220_0:001da3	7220_0	XP_001969844.1	Dere\\GG23717	B3N4J1			Dere\\GG23717
9646_0:003e9b	9646_0	XP_034499556.1	CCER1				LOW QUALITY PROTEIN: coiled-coil domain-containing glutamate-rich protein 1
7111_0:002710	7111_0	XP_026738223.1	LOC113501110	A0A7E5WCP8			LOC113501110
77166_0:000ef3	77166_0	XP_019753914.1	109533118	J3JUM0			109533118
223781_0:0040e4	223781_0	XP_040977900.1	PPT2				lysosomal thioesterase PPT2
134920_0:004534	134920_0	XP_037304024.1	119194063				coiled-coil domain-containing glutamate-rich protein 1
7200_0:001cff	7200_0	LLOJ007302	LLOJ007302	A0A1B0CR03			A0A1B0CR03_LUTLO
7038_0:000b59	7038_0	XP_018896940.1	LOC109030443				lysosomal thioesterase PPT2 homolog
1035111_0:001065	1035111_0	XP_047987940.1	125227628				LOW QUALITY PROTEIN: lysosomal thioesterase PPT2 homolog
7725_0:0042f6	7725_0	XP_039269385.1	120344309				lysosomal thioesterase PPT2-A-like
6105_0:001847	6105_0	XP_031554280.1	LOC116291267	A0A6P8HNM4			LOC116291267
8384_0:0044b8	8384_0	XP_040261424.1	120977503				lysosomal thioesterase PPT2
61383_0:0020aa	61383_0	XP_030177772.1	CCER1				LOW QUALITY PROTEIN: coiled-coil domain-containing glutamate-rich protein 1
9515_0:0049f6	9515_0	XP_032124868.1	PPT2	A0A6J3H2V1			PPT2
60711_0:0009ac	60711_0	XP_008002417.2	CCER1	A0A0D9QUT8			CCER1
103933_0:002b07	103933_0	XP_033319299.1	LOC117216589	A0A6P8NGQ9			LOC117216589
8036_0:008246	8036_0	XP_023999053.1	wu:fb55g09				uncharacterized protein LOC112076540
885580_0:00177d	885580_0	XP_033619386.1	Ccer1				LOW QUALITY PROTEIN: coiled-coil domain-containing glutamate-rich protein 1
438502_0:000261	438502_0	CAUGE_00612	CAUGE_00612				
8030_0:0098ee	8030_0	XP_014032456.2	LOC106588210	A0A1S3PXV2			LOC106588210
75366_0:0080b1	75366_0	XP_016103671.1	ppt2b				lysosomal thioesterase PPT2-A-like
348837_1:000f9f	348837_1	EST45575.1	SS50377_14416	V6LLL7			V6LLL7_9EUKA
9716_0:000bfe	9716_0	XP_045723192.1	123837943				coiled-coil domain-containing glutamate-rich protein 1
7054_0:003fbd	7054_0	XP_031354583.1	LOC116179027	A0A5N4A6Y1			A0A5N4A6Y1_PHOPY
9646_0:00171a	9646_0	XP_019665900.1	PPT2				lysosomal thioesterase PPT2 isoform X1
447135_0:0014cb	447135_0	XP_048293902.1	125402916				lysosomal thioesterase PPT2 isoform X2
7160_0:004e07	7160_0	XP_029708741.1	LOC109420642				lysosomal thioesterase PPT2 homolog
59479_0:000809	59479_0	XP_032952800.1	PPT2	A0A671E8L3			PPT2
283035_0:003ecd	283035_0	XP_031151802.1	ppt2b				lysosomal thioesterase PPT2
109280_0:001648	109280_0	XP_019726341.1	ppt2b				lysosomal thioesterase PPT2-A-like
59538_0:002410	59538_0	XP_005965403.1	PPT2				lysosomal thioesterase PPT2 isoform X1
51655_0:000472	51655_0	XP_011569131.2	LOC105398668				lysosomal thioesterase PPT2 homolog
109478_0:002fa2	109478_0	XP_014401946.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
108931_0:0036d0	108931_0	XP_039296237.1	120354080				lysosomal thioesterase PPT2 homolog
185453_0:0034b3	185453_0	XP_006870779.1	CCER1	A0A6I9K5K1			CCER1
378494_0:0072a0	378494_0	GY_00011201-RA	GY_00011201-RA				
93721_0:001076	93721_0	Mca04215	Mca04215				
7054_0:0031b9	7054_0	XP_031342828.1	LOC116170514	A0A5N4A6Y1			A0A5N4A6Y1_PHOPY
1203425_0:003ce9	1203425_0	XP_034561248.1	ppt2b				lysosomal thioesterase PPT2
6454_0:006e48	6454_0	XP_046370332.1	124144805				lysosomal thioesterase PPT2-like
9696_0:001761	9696_0	XP_025773110.1	PPT2	A0A6P6HBG7			PPT2
175797_0:0027a8	175797_0	XP_046719019.1	124394680				lysosomal thioesterase PPT2-A-like
8022_0:000f2d	8022_0	XP_021450403.2	LOC110516147				lysosomal thioesterase PPT2-A
105785_0:0013fb	105785_0	XP_023709133.1	LOC111865388				lysosomal thioesterase PPT2 homolog
48699_0:0026d6	48699_0	XP_014899473.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1-like
13642_0:00194b	13642_0	XP_020429755.1	PPL_12234				palmitoyl-protein thioesterase 2
10090_0:0032c7	10090_0	NP_080000.1	Ccer1	Q9CQL2			Coiled-coil domain-containing glutamate-rich protein 1
10041_0:003b55	10041_0	XP_028737019.1	Ccer1				coiled-coil domain-containing glutamate-rich protein 1
83485_0:002438	83485_0	XP_012229993.1	LOC105676562				lysosomal thioesterase PPT2 homolog
1477025_0:000314	1477025_0	XP_026324496.1	LOC113233569				lysosomal thioesterase PPT2 homolog
10228_0:0010f0	10228_0	XP_002114714.1	TRIADDRAFT_28251	B3S2U2			B3S2U2_TRIAD
9644_0:000b60	9644_0	XP_026355699.2	113256180				coiled-coil domain-containing glutamate-rich protein 1
9974_0:004e1f	9974_0	XP_036860700.1	118969867				coiled-coil domain-containing glutamate-rich protein 1
143995_0:0015cb	143995_0	XP_003704313.1	LOC100874738				lysosomal thioesterase PPT2 homolog
225164_0:001ad2	225164_0	XP_009050613.1	LOTGIDRAFT_231309	V4AVF5			V4AVF5_LOTGI
7998_0:002aaa	7998_0	XP_017340757.1	ppt2-a	W5UAF2			ppt2-a
9913_0:000ee5	9913_0	NP_001033667.1	CCER1	Q2T9P9			Coiled-coil domain-containing glutamate-rich protein 1
307959_0:007ff0	307959_0	XP_016384315.1	LOC107720989	A0A673HXS0			LOC107720989
8081_0:002bb2	8081_0	XP_008421000.1	ppt2b	A0A3P9MZ73			A0A3P9MZ73_POERE
447135_0:0014b9	447135_0	XP_048293901.1	125402911				lysosomal thioesterase PPT2 isoform X1
441366_0:002b99	441366_0	XP_028316785.1	ppt2b				lysosomal thioesterase PPT2
591936_0:001412	591936_0	XP_026303903.1	PPT2				lysosomal thioesterase PPT2 isoform X1
79782_0:0017c1	79782_0	XP_014247652.1	LOC106665627				lysosomal thioesterase PPT2 homolog
9601_0:003066	9601_0	XP_009246363.1	CCER1	A0A663DBD8			A0A663DBD8_PONAB
8032_0:009176	8032_0	XP_029593343.1	LOC115177033	A0A674EEQ3			LOC115177033
7913_0:003ef1	7913_0	XP_041130855.1	121329352				uncharacterized protein LOC121329352
144197_0:00307e	144197_0	XP_008289761.1	ppt2b	A0A3B4ZJW6			A0A3B4ZJW6_9TELE
42514_0:003eb2	42514_0	XP_017562676.1	ppt2a.2	A0A3B4E562			A0A3B4E562_PYGNA
7950_0:001496	7950_0	XP_031424447.1	LOC105893513	A0A6P8FMR0			LOC105893513
8128_0:0010d1	8128_0	XP_003447708.1	wu:fb55g09				uncharacterized protein LOC100705861
210632_0:003baf	210632_0	XP_028281735.1	LOC114448252	A0A6P7JV77			LOC114448252
9430_0:001683	9430_0	XP_045049011.1	PPT2	K9IZQ0			K9IZQ0_DESRO
208333_0:00319c	208333_0	XP_047240286.1	124879639				lysosomal thioesterase PPT2
10036_0:003cd1	10036_0	XP_021079127.1	Ppt2	A0A1U8CZJ1			Ppt2
7230_0:001e3d	7230_0	XP_002003872.1	Dmoj\\GI20683	B4KH97			Dmoj\\GI20683
34884_0:004db0	34884_0	XP_025718118.1	PPT2	A0A3Q7N945			PPT2
680683_0:000846	680683_0	XP_013200454.1	LOC106143031				lysosomal thioesterase PPT2-A
59472_0:003991	59472_0	XP_036271055.1	118706039				lysosomal thioesterase PPT2
10181_0:001493	10181_0	XP_021113974.1	Ccer1				LOW QUALITY PROTEIN: coiled-coil domain-containing glutamate-rich protein 1
56723_0:000e9d	56723_0	XP_020486281.1	wu:fb55g09				uncharacterized protein LOC109981712
8081_0:003a6e	8081_0	XP_008429252.1	LOC103477738				lysosomal thioesterase PPT2-A-like
32264_0:002b2a	32264_0	XP_015793494.1	107370033	T1L3N5			107370033
30023_0:002fec	30023_0	XP_017110278.1	LOC108134475				lysosomal thioesterase PPT2 homolog
7227_0:001106	7227_0	NP_609500.1	Ppt2	Q9VKH6			Lysosomal thioesterase PPT2 homolog
356909_0:000643	356909_0	XP_041283488.1	121348239				uncharacterized protein LOC121348239
43150_0:002293	43150_0	XP_039932318.1	120758282				uncharacterized protein LOC120758282
34773_0:001308	34773_0	XP_041945218.1	121707055				uncharacterized protein wu:fb55g09
7176_0:001450	7176_0	XP_001844167.2	6033759	B0W633			6033759
207650_0:000b8c	207650_0	XP_033346379.1	LOC117231764	A0A6J3K282			LOC117231764
9739_0:0029c5	9739_0	XP_019807831.1	CCER1	A0A2U4CQV2			CCER1
535359_0:0009a8	535359_0	MCIN02473	MCIN02473				
10160_0:00049f	10160_0	XP_023577084.1	Ppt2	A0A6P6EXR6			Ppt2
7936_0:000032	7936_0	XP_035285766.1	118233828				lysosomal thioesterase PPT2-A-like
29073_0:00265b	29073_0	XP_040492995.1	CCER1	A0A384BUP5			CCER1
7936_0:004bf7	7936_0	XP_035242613.1	118210506	A0A0E9X0H7			A0A0E9X0H7_ANGAN
173247_0:0014f2	173247_0	XP_029360609.1	LOC115045188				lysosomal thioesterase PPT2-like
59463_0:003c29	59463_0	XP_023601429.1	PPT2	G1NTH2			PPT2
48701_0:0013dc	48701_0	XP_014841732.1	wu:fb55g09	A0A3B3Z060			A0A3B3Z060_9TELE
7224_0:000f88	7224_0	XP_030079091.1	LOC115482925	A0A6J2SPS4			LOC115482925
52904_0:005251	52904_0	XP_035476443.1	118291972				lysosomal thioesterase PPT2
33528_0:001379	33528_0	XP_043974332.1	122831873				lysosomal thioesterase PPT2-A-like
7130_0:00257a	7130_0	XP_030033351.1	LOC115449627				lysosomal thioesterase PPT2 homolog
411798_0:003526	411798_0	XP_011880870.1	LOC105569217				lysosomal thioesterase PPT2 homolog
8078_0:000cb5	8078_0	XP_035991398.1	118556396				lysosomal thioesterase PPT2-A-like
8022_0:0027cd	8022_0	XP_021466478.1	wu:fb55g09				uncharacterized protein wu:fb55g09
7906_0:008960	7906_0	XP_033879240.2	LOC117413899				uncharacterized protein LOC117413899
80765_0:001f87	80765_0	XP_027845713.1	LOC114126042				uncharacterized protein LOC114126042
210632_0:003b9e	210632_0	XP_028281120.1	LOC114448252	A0A6P7JV77			LOC114448252
129105_0:0009b6	129105_0	XP_039497278.1	120455301				lysosomal thioesterase PPT2 homolog
51298_0:003207	51298_0	XP_036154855.1	118650583				coiled-coil domain-containing glutamate-rich protein 1
310752_0:00404a	310752_0	XP_028017604.1	PPT2	A0A452C3S3			PPT2
9644_0:002e62	9644_0	XP_026338352.2	113243752				lysosomal thioesterase PPT2 isoform X1
6573_0:005ea4	6573_0	XP_021344921.1	LOC110444893				lysosomal thioesterase PPT2-A-like
286419_0:002491	286419_0	XP_025274068.1	PPT2				lysosomal thioesterase PPT2
4795_1:00721d	4795_1	OWY95291.1	PHMEG_00034739	A0A225UQQ4			A0A225UQQ4_9STRA
69820_0:001722	69820_0	XP_022820486.1	LOC111352287				lysosomal thioesterase PPT2 homolog isoform X1
13397_0:0033df	13397_0	XP_041069331.1	121291812				lysosomal thioesterase PPT2
8030_0:005d09	8030_0	XP_013997495.1	LOC106570067	A0A1S3M324			LOC106570067
451745_0:00472c	451745_0	XP_037549635.1	119426143				lysosomal thioesterase PPT2
375764_0:0041be	375764_0	XP_030013915.1	LOC115435560	A0A673A1L9			LOC115435560
186990_0:004551	186990_0	XP_019488454.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
7897_0:004015	7897_0	XP_014352191.1	LOC106706169				uncharacterized protein LOC106706169
9715_0:003842	9715_0	XP_034886413.1	PPT2				lysosomal thioesterase PPT2
191418_0:00018e	191418_0	XP_045774727.1	123873651				lysosomal thioesterase PPT2 homolog isoform X2
87175_0:003d0d	87175_0	XP_030826669.1	LOC115917075				lysosomal thioesterase PPT2-like
74940_0:0046aa	74940_0	XP_024297682.1	LOC112264974				lysosomal thioesterase PPT2-A-like isoform X1
218467_0:000a97	218467_0	XP_023215457.1	LOC111618206				lysosomal thioesterase PPT2-A-like
8355_0:003907	8355_0	XP_018114423.1	LOC108714578	A0A1L8GP72			A0A1L8GP72_XENLA
27675_0:002eee	27675_0	XP_037706324.1	119544845				lysosomal thioesterase PPT2-like
9733_0:004643	9733_0	XP_004287006.2	CCER1				coiled-coil domain-containing glutamate-rich protein 1
7038_0:0021f0	7038_0	XP_018907931.1	LOC109037621				lysosomal thioesterase PPT2 homolog
39758_0:00141c	39758_0	Mdes007804	Mdes007804				
109905_0:000533	109905_0	XP_041813891.1	121621476				uncharacterized protein wu:fb55g09
8040_0:006359	8040_0	XP_038822569.1	120022656				lysosomal thioesterase PPT2-A-like
8128_0:002ed3	8128_0	XP_003451305.1	LOC100694706	I3J1P1			LOC100694706
72004_0:002ed0	72004_0	XP_005901679.1	PPT2				lysosomal thioesterase PPT2 isoform X1
417921_0:0032d5	417921_0	XP_034747172.1	ppt2b				lysosomal thioesterase PPT2
291302_0:0031f1	291302_0	XP_016070698.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
195615_0:001d80	195615_0	XP_035018733.1	LOC118113298				lysosomal thioesterase PPT2-A
9796_0:004b96	9796_0	XP_023487117.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
42026_0:00379a	42026_0	XP_017107347.2	LOC108132426	A0A6P4LG82			LOC108132426
8103_0:005399	8103_0	XP_034384785.1	LOC117728138				lysosomal thioesterase PPT2-like
10116_0:0027e7	10116_0	XP_038935667.1	Ccer1	Q6AY45			Coiled-coil domain-containing glutamate-rich protein 1
9771_0:002975	9771_0	XP_036720827.1	118901629				coiled-coil domain-containing glutamate-rich protein 1
10047_0:004470	10047_0	XP_021518738.1	Ppt2				lysosomal thioesterase PPT2
43146_0:001c89	43146_0	XP_026821290.1	LOC113559748				uncharacterized protein LOC113559748
1486046_0:000c34	1486046_0	XP_037709258.1	119546778				lysosomal thioesterase PPT2 homolog
132908_0:001647	132908_0	XP_011360067.1	CCER1	A0A6P3Q936			CCER1
6579_0:000924	6579_0	XP_033732680.1	LOC117322059				lysosomal thioesterase PPT2-A-like
481459_0:004ca0	481459_0	XP_040020817.1	120810382				lysosomal thioesterase PPT2-like
246812_0:002719	246812_0	HEL_003225	HEL_003225				
315563_0:001000	315563_0	IU25_04096	IU25_04096				
8355_0:006b3e	8355_0	NP_001085801.1	ppt2-b;ppt2l.L	A0A1L8F8F6			ppt2l.L
208333_0:00090c	208333_0	XP_047217383.1	124865914				lysosomal thioesterase PPT2-like
78633_0:000ee5	78633_0	XP_047507414.1	125051246				lysosomal thioesterase PPT2 homolog
1841481_0:00205f	1841481_0	XP_023262926.1	LOC111655676	A0A3B4XIQ9			A0A3B4XIQ9_SERLL
9713_0:0040d3	9713_0	XP_006746820.1	CCER1	A0A2U3YSW7			CCER1
180454_0:0013c0	180454_0	XP_318751.2	AgaP_AGAP009695				AGAP009695-PA
70779_0:001dfb	70779_0	XP_015758514.1	LOC107337792				lysosomal thioesterase PPT2-A-like
9837_0:002f09	9837_0	XP_010959753.1	PPT2				lysosomal thioesterase PPT2
10029_0:0001d8	10029_0	XP_027249915.1	Ccer1	G3HJG2			G3HJG2_CRIGR
9860_0:000786	9860_0	XP_043734197.1	122677936				coiled-coil domain-containing glutamate-rich protein 1
40690_0:000dce	40690_0	XP_033980626.1	ppt2b				lysosomal thioesterase PPT2
13632_0:001852	13632_0	XP_037814090.1	119605201				lysosomal thioesterase PPT2 homolog
225400_0:003839	225400_0	XP_006772908.1	PPT2	L5LCN3			L5LCN3_MYODS
37293_0:0041de	37293_0	XP_012292162.1	PPT2				lysosomal thioesterase PPT2
9999_0:004311	9999_0	XP_026271222.1	Ppt2				lysosomal thioesterase PPT2
8019_0:001757	8019_0	XP_020339616.1	wu:fb55g09				uncharacterized protein LOC109891465
80427_0:000a2e	80427_0	XP_032997588.1	PPT2				lysosomal thioesterase PPT2
8103_0:002837	8103_0	XP_034400415.1	ppt2b				lysosomal thioesterase PPT2
9361_0:001d57	9361_0	XP_004459884.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
39432_0:001a6c	39432_0	XP_003927920.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
1608454_0:001060	1608454_0	XP_016334910.1	LOC107683375				lysosomal thioesterase PPT2-like
8407_0:004855	8407_0	XP_040178999.1	120913247				lysosomal thioesterase PPT2 isoform X1
35523_0:002324	35523_0	XP_046652784.1	124343502				lysosomal thioesterase PPT2-A-like
8017_0:009013	8017_0	XP_046191877.1	124020678				lysosomal thioesterase PPT2-A-like
7232_0:001547	7232_0	XP_030240044.1	LOC115562513				lysosomal thioesterase PPT2 homolog
9541_0:00304c	9541_0	XP_045222773.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
91951_0:0041a4	91951_0	XP_032942687.1	PPT2				lysosomal thioesterase PPT2
303518_0:004ad3	303518_0	XP_013770826.1	LOC106456494				lysosomal thioesterase PPT2-A-like
61383_0:0013d4	61383_0	XP_030171017.1	PPT2				lysosomal thioesterase PPT2
7493_0:0024c1	7493_0	XP_014230752.1	LOC106655068				lysosomal thioesterase PPT2 homolog
64144_0:002e41	64144_0	XP_026205795.1	ppt2b	A0A3Q1HUC4			A0A3Q1HUC4_ANATE
34839_0:001f21	34839_0	XP_005389490.1	Ppt2				lysosomal thioesterase PPT2 isoform X1
119488_0:003fd8	119488_0	XP_044026611.1	122863863				lysosomal thioesterase PPT2 isoform X1
103372_0:0022b1	103372_0	XP_011063262.1	LOC105151311				lysosomal thioesterase PPT2 homolog
7536_0:0033b0	7536_0	OFAS012247	OFAS012247	A0A2R7WS33			A0A2R7WS33_ONCFA
1868482_0:001fd7	1868482_0	XP_021567383.1	CCER1	A0A3Q0E080			CCER1
36176_0:004c48	36176_0	XP_043542221.1	122547685				uncharacterized protein wu:fb55g09
8032_0:008c00	8032_0	XP_029591617.1	LOC115176028	A0A674BL07			LOC115176028
41426_0:0033e2	41426_0	XP_047653826.1	125136926				LOW QUALITY PROTEIN: uncharacterized protein LOC125136926
6087_0:001378	6087_0	XP_012566774.2	PPT2	T2M3I4			PPT2
494514_0:004bb3	494514_0	XP_041593917.1	121481009				coiled-coil domain-containing glutamate-rich protein 1
8154_0:005c86	8154_0	XP_026012432.1	ppt2b	A0A3P8P161			A0A3P8P161_ASTCA
7029_0:000640	7029_0	XP_029341830.1	100163656	J9JWG4			100163656
10036_0:002a79	10036_0	XP_040610927.1	Ccer1	A0A1U7Q8V2			Ccer1
32264_0:002b11	32264_0	XP_015793386.1	LOC107369932				palmitoyl-protein thioesterase 1-like
61622_0:0029bf	61622_0	XP_010382248.2	CCER1				coiled-coil domain-containing glutamate-rich protein 1
59729_0:003ea7	59729_0	XP_041568691.1	121468720				lysosomal thioesterase PPT2
144197_0:0016f0	144197_0	XP_008279316.1	LOC103356799	A0A3B5ASC0			A0A3B5ASC0_9TELE
28584_0:00004f	28584_0	XP_016927215.1	LOC108007953	A0A6J0ETS9			LOC108007953
1203425_0:0002f2	1203425_0	XP_034550879.1	wu:fb55g09				uncharacterized protein wu:fb55g09
210632_0:001508	210632_0	XP_028262013.1	LOC114436114	A0A6P7I8C9			LOC114436114
9531_0:001ff4	9531_0	XP_011939689.1	LOC105596840				coiled-coil domain-containing glutamate-rich protein 1-like
143950_0:002fa9	143950_0	XP_025422633.1	Ppt2	A0A2S2R7A3			Ppt2
9999_0:000312	9999_0	XP_026252425.1	Ccer1				coiled-coil domain-containing glutamate-rich protein 1
77115_0:00302b	77115_0	XP_038151800.1	119790349				coiled-coil domain-containing glutamate-rich protein 1
41447_0:001408	41447_0	XP_022597828.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1-like
151771_0:000a83	151771_0	XP_028391298.1	LOC114516116				lysosomal thioesterase PPT2-like isoform X1
8084_0:00090d	8084_0	XP_032414680.1	LOC116717417				lysosomal thioesterase PPT2-A-like
94827_0:000d65	94827_0	XP_010209962.1	PPT2				lysosomal thioesterase PPT2
29029_0:0029fa	29029_0	XP_017077734.2	LOC108112400				lysosomal thioesterase PPT2 homolog
81572_0:002ff3	81572_0	XP_032027568.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
9708_0:00440b	9708_0	XP_004415349.1	PPT2	A0A2U3X036			PPT2
61621_0:000a7e	61621_0	XP_017723857.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
211228_0:000560	211228_0	XP_015610148.1	LOC107274990				lysosomal thioesterase PPT2 homolog
286706_0:001bff	286706_0	XP_014280783.1	LOC106683678				lysosomal thioesterase PPT2 homolog isoform X1
433405_0:00354b	433405_0	XP_031723288.1	LOC116394375				lysosomal thioesterase PPT2-like
191870_0:004228	191870_0	XP_044535104.1	123250133				coiled-coil domain-containing glutamate-rich protein 1
307491_0:0033b3	307491_0	AG005177	AG005177				
390379_0:004b2e	390379_0	XP_034016157.1	ppt2b				lysosomal thioesterase PPT2
274613_0:002871	274613_0	XP_047117472.1	124798212				lysosomal thioesterase PPT2 homolog
9662_0:001c88	9662_0	XP_045867030.1	123946021				coiled-coil domain-containing glutamate-rich protein 1
113540_0:004675	113540_0	XP_018596180.1	LOC108927395				lysosomal thioesterase PPT2-A-like
1529436_0:00018f	1529436_0	XP_033098762.1	LOC117102563				lysosomal thioesterase PPT2-A-like
7998_0:0035a7	7998_0	XP_017345730.1	LOC108277463	A0A2D0STU5			LOC108277463
